t_s,roll,pitch,yaw,a_x,a_y,a_z,w_x,w_y,w_z,vx_est,vy_est,X_est,Y_est,d_F,FxR,vx_enc, enc_count
1449023658.174,1.73,1.96,-0.3100,0.1942,-0.1897,-0.5276,39.8757,-3.1298,-58.2797,0.9547,-0.2929,1.7193,-2.2117, -22.201, 99.000, 1.414, 1733
1449023658.198,1.97,1.87,-1.5500,0.1238,-0.3718,-1.2283,-10.1901,-4.2997,-65.2738,0.9660,-0.2910,1.7595,-2.2135, -22.920, 99.000, 0.000, 1733
1449023658.216,2.00,1.88,-2.9400,0.0532,-0.3888,-1.0991,4.8943,-0.4261,-74.3581,0.9775,-0.2895,1.7903,-2.2162, -23.490, 99.000, 1.414, 1734
1449023658.234,2.03,1.99,-4.4700,0.1080,-0.3543,-0.8484,8.1486,3.2522,-77.3168,0.9890,-0.2883,1.8219,-2.2205, -23.908, 99.000, 1.414, 1735
1449023658.258,1.94,2.03,-6.0200,0.1020,-0.1823,-1.0489,-1.9086,-2.2664,-78.5024,1.0007,-0.2877,1.8630,-2.2282, -24.175, 99.000, 0.000, 1735
1449023658.275,1.96,2.18,-7.7200,0.0239,-0.5511,-1.1428,0.4922,8.9654,-90.6262,1.0124,-0.2875,1.8943,-2.2356, -24.289, 99.000, 1.414, 1736
1449023658.294,1.94,2.44,-9.6200,0.1313,0.0637,-0.6433,30.3291,9.7873,-96.4722,1.0242,-0.2878,1.9257,-2.2450, -24.251, 99.000, 1.414, 1737
1449023658.318,2.24,2.46,-11.5200,-0.1938,-0.3937,-1.4724,12.9338,-10.8529,-93.7379,1.0359,-0.2887,1.9669,-2.2599, -24.061, 99.000, 0.000, 1737
1449023658.336,2.30,2.45,-13.5000,-0.0199,-0.2052,-1.1619,2.1132,0.4293,-101.4320,1.0477,-0.2901,1.9968,-2.2728, -23.718, 99.000, 1.414, 1738
1449023658.354,2.38,2.54,-15.5600,-0.1026,-0.5240,-1.1295,14.2013,2.2418,-101.7432,1.0594,-0.2919,2.0272,-2.2884, -23.224, 99.000, 1.414, 1739
1449023658.378,2.21,2.59,-17.5600,0.0443,-0.1636,-0.8536,-10.9850,-8.6339,-95.7144,1.0711,-0.2944,2.0654,-2.3111, -22.579, 99.000, 0.000, 1739
1449023658.396,2.06,2.63,-19.5800,-0.3328,-0.4511,-1.7504,-1.1404,8.1813,-108.1595,1.0826,-0.2973,2.0933,-2.3300, -21.786, 99.000, 1.414, 1740
1449023658.414,1.95,3.03,-21.7500,0.2343,-0.0018,-0.4380,-1.5867,10.2213,-106.0490,1.0941,-0.3008,2.1210,-2.3516, -20.845, 99.000, 1.414, 1741
1449023658.438,2.07,2.97,-23.7700,-0.2159,-0.5181,-1.3851,15.0520,-18.4478,-97.9963,1.1054,-0.3048,2.1548,-2.3817, -19.760, 99.000, 0.000, 1741
1449023658.456,1.99,2.91,-25.8300,0.0172,-0.1301,-0.9710,-3.5786,1.9680,-107.6731,1.1165,-0.3093,2.1791,-2.4061, -18.535, 99.000, 1.414, 1742
1449023658.474,2.08,3.06,-27.9800,-0.0090,-0.3265,-0.8777,2.2750,4.2936,-107.1108,1.1274,-0.3142,2.2025,-2.4330, -17.175, 99.000, 1.414, 1743
1449023658.498,1.87,3.02,-30.0100,-0.1143,-0.5720,-1.0414,-2.9697,-11.4341,-97.5486,1.1381,-0.3197,2.2305,-2.4695, -15.686, 99.000, 0.000, 1743
1449023658.516,1.90,3.24,-32.1300,0.0831,-0.5184,-1.2873,-1.5998,23.2575,-114.2303,1.1486,-0.3256,2.2501,-2.4987, -14.075, 99.000, 1.414, 1744
1449023658.534,1.68,3.56,-34.3100,0.2468,0.2778,-0.4229,0.3048,-0.3128,-104.2717,1.1588,-0.3319,2.2680,-2.5295, -12.352, 99.000, 1.414, 1745
1449023658.558,1.66,3.41,-36.3100,-0.2100,-0.8622,-1.6963,1.9192,-3.2606,-99.4582,1.1688,-0.3387,2.2888,-2.5711, -10.527, 99.000, 0.000, 1745
1449023658.576,1.68,3.63,-38.3400,0.1126,-0.0970,-0.7184,22.1172,12.5093,-100.7081,1.1785,-0.3458,2.3029,-2.6040, -8.613, 99.000, 1.414, 1746
1449023658.594,1.52,3.87,-40.2900,0.2123,-0.1950,-0.6678,-18.6007,3.8422,-91.8357,1.1879,-0.3532,2.3149,-2.6375, -6.623, 99.000, 1.414, 1747
1449023658.618,1.32,4.03,-42.0800,-0.0296,-0.2945,-1.2289,20.1816,15.9390,-87.9164,1.1971,-0.3609,2.3281,-2.6824, -4.572, 99.000, 1.414, 1748
1449023658.636,1.31,4.37,-43.7600,0.1058,-0.4199,-1.1161,-13.0594,11.6339,-75.5910,1.2061,-0.3688,2.3364,-2.7167, -2.476, 99.000, 0.000, 1748
1449023658.654,1.07,4.40,-45.0700,0.1450,-0.0491,-0.5388,10.0902,-12.3445,-57.7086,1.2149,-0.3768,2.3431,-2.7523, -0.352, 99.000, 1.414, 1749
1449023658.677,0.94,4.34,-46.1400,0.1102,0.3556,-1.0564,-12.8575,10.2372,-46.4976,1.2237,-0.3848,2.3501,-2.7982, 1.782, 99.000, 1.414, 1750
1449023658.696,0.78,4.48,-47.0000,0.0974,0.1563,-1.3170,-4.9752,2.7838,-38.3966,1.2323,-0.3929,2.3545,-2.8332, 3.909, 99.000, 0.000, 1750
1449023658.714,0.53,4.58,-47.7000,0.1532,0.0996,-0.6333,-10.7378,9.7273,-28.5916,1.2410,-0.4009,2.3583,-2.8692, 6.010, 99.000, 1.414, 1751
1449023658.738,0.42,4.70,-48.1800,0.1400,0.3746,-0.8054,10.3816,1.2547,-18.9623,1.2497,-0.4088,2.3625,-2.9155, 8.068, 99.000, 1.414, 1752
1449023658.755,0.49,4.53,-48.4300,0.3021,0.1443,-0.7319,9.7882,-17.4239,-2.5965,1.2585,-0.4166,2.3654,-2.9507, 10.065, 99.000, 1.414, 1753
1449023658.774,0.48,4.07,-48.3700,-0.0188,0.5857,-1.5534,-24.7593,-14.9433,11.8045,1.2674,-0.4243,2.3685,-2.9873, 11.986, 99.000, 0.000, 1753
1449023658.798,0.07,3.87,-47.9400,0.0478,0.6321,-0.9864,-23.6114,-10.4648,28.2777,1.2766,-0.4315,2.3728,-3.0335, 13.814, 99.000, 1.414, 1754
1449023658.815,-0.22,3.69,-47.2200,0.0846,0.1262,-0.8417,-2.3887,-0.2520,45.2225,1.2860,-0.4385,2.3768,-3.0686, 15.536, 99.000, 1.414, 1755
1449023658.834,-0.31,3.56,-46.2300,0.0135,0.6084,-1.0302,-5.4392,-11.9824,54.6210,1.2957,-0.4451,2.3821,-3.1046, 17.139, 99.000, 1.414, 1756
1449023658.857,-0.59,3.36,-45.0400,-0.1011,0.5319,-1.4806,-20.3526,-7.1481,71.7089,1.3058,-0.4511,2.3907,-3.1511, 18.613, 99.000, 0.000, 1756
1449023658.876,-0.55,3.33,-43.6300,-0.1192,0.4872,-0.8758,25.1308,-1.5526,70.6728,1.3163,-0.4567,2.3989,-3.1863, 19.949, 99.000, 1.414, 1757
1449023658.894,-0.62,3.38,-42.1300,0.1385,0.4109,-0.7511,-36.4337,2.4730,81.2342,1.3271,-0.4618,2.4092,-3.2213, 21.137, 99.000, 1.414, 1758
1449023658.918,-0.71,3.38,-40.4700,-0.1055,0.3846,-0.9962,11.3803,4.4472,87.1995,1.3383,-0.4662,2.4253,-3.2667, 22.172, 99.000, 1.414, 1759
1449023658.936,-0.69,3.33,-38.8100,-0.0747,0.3711,-1.2965,-6.5299,-11.7092,84.7995,1.3498,-0.4702,2.4395,-3.3005, 23.049, 99.000, 0.000, 1759
1449023658.954,-0.74,3.14,-37.0500,-0.1844,0.5153,-1.3501,-4.6790,-7.6750,97.3267,1.3616,-0.4735,2.4562,-3.3339, 23.763, 99.000, 1.414, 1760
1449023658.977,-0.69,3.14,-35.0900,0.1158,0.4014,-0.4301,14.2045,-4.4111,94.3629,1.3738,-0.4762,2.4807,-3.3763, 24.312, 99.000, 1.414, 1761
1449023658.996,-0.62,2.99,-33.2100,-0.1498,0.4100,-1.4101,-20.2759,-7.4966,101.0372,1.3862,-0.4783,2.5015,-3.4074, 24.693, 99.000, 1.414, 1762
1449023659.014,-0.88,2.98,-31.1700,-0.1698,0.1964,-1.1373,23.7407,8.3469,106.4208,1.3990,-0.4797,2.5247,-3.4374, 24.905, 99.000, 0.000, 1762
1449023659.037,-0.62,3.06,-29.1800,0.1271,0.3907,-0.8222,-31.7611,-6.2515,94.0349,1.4120,-0.4805,2.5578,-3.4748, 24.948, 99.000, 1.414, 1763
1449023659.055,-0.80,2.90,-27.3100,-0.2179,0.6461,-1.2230,2.5157,-5.7220,98.1897,1.4252,-0.4807,2.5848,-3.5015, 24.820, 99.000, 1.414, 1764
1449023659.074,-0.75,2.91,-25.3600,0.0708,0.1830,-0.9374,0.1361,6.9290,103.8653,1.4386,-0.4803,2.6144,-3.5271, 24.524, 99.000, 1.414, 1765
1449023659.098,-0.56,2.85,-23.5200,-0.0623,-0.0942,-1.2115,-9.9303,-12.1766,90.3435,1.4523,-0.4792,2.6551,-3.5580, 24.058, 99.000, 0.000, 1765
1449023659.116,-0.57,2.79,-21.6400,-0.0629,0.7109,-0.7463,22.0114,5.0736,101.6585,1.4660,-0.4775,2.6872,-3.5795, 23.427, 99.000, 1.414, 1766
1449023659.134,-0.26,2.79,-20.2300,0.0952,0.0471,-0.8746,3.5897,-7.8316,93.8913,1.4799,-0.4754,2.7213,-3.5993, 22.631, 99.000, 1.414, 1767
1449023659.157,-0.51,2.57,-19.2900,-0.1499,0.8767,-1.2373,-9.4699,-5.5794,92.8986,1.4940,-0.4725,2.7673,-3.6228, 21.674, 99.000, 0.000, 1767
1449023659.176,-0.42,2.62,-17.6100,-0.0299,0.2504,-1.1397,-5.6448,9.3401,101.0783,1.5081,-0.4691,2.8032,-3.6394, 20.562, 99.000, 1.414, 1768
1449023659.194,-0.60,2.72,-15.7200,0.2302,0.5367,-0.4680,-5.8450,-6.8911,90.1610,1.5222,-0.4653,2.8405,-3.6541, 19.299, 99.000, 1.414, 1769
1449023659.218,-0.50,2.66,-13.9400,-0.1413,-0.2630,-1.4354,17.2968,11.4957,102.4164,1.5365,-0.4606,2.8908,-3.6706, 17.893, 99.000, 1.414, 1770
1449023659.236,-0.36,2.76,-11.9600,-0.0389,0.1015,-1.1315,-4.4154,-5.5893,94.5156,1.5507,-0.4555,2.9290,-3.6809, 16.353, 99.000, 0.000, 1770
1449023659.254,-0.46,2.68,-10.1400,-0.1075,0.5444,-1.0827,-9.7070,-3.9188,91.7325,1.5650,-0.4499,2.9689,-3.6889, 14.689, 99.000, 1.414, 1771
1449023659.277,-0.40,2.69,-8.2900,-0.0115,0.0444,-0.8259,20.4184,2.2258,95.0100,1.5792,-0.4436,3.0213,-3.6965, 12.912, 99.000, 1.414, 1772
1449023659.296,-0.38,2.62,-6.4500,0.0676,0.2704,-0.7664,-14.8011,-10.1970,88.3453,1.5933,-0.4368,3.0617,-3.7002, 11.036, 99.000, 0.000, 1772
1449023659.314,0.06,2.52,-4.7100,-0.0801,-0.1846,-1.2200,24.6416,2.5571,85.7598,1.6073,-0.4296,3.1026,-3.7014, 9.075, 99.000, 1.414, 1773
1449023659.337,0.24,2.57,-2.8900,-0.0240,0.5185,-0.9303,-13.3871,0.5312,93.2305,1.6211,-0.4217,3.1560,-3.7003, 7.046, 99.000, 1.414, 1774
1449023659.356,0.34,2.46,-1.0800,0.0313,-0.0628,-0.6557,13.9915,-5.5301,90.5478,1.6348,-0.4135,3.1965,-3.6974, 4.964, 99.000, 1.414, 1775
1449023659.374,0.13,2.26,0.6600,0.1058,0.1479,-1.1681,-29.3243,-8.6185,87.2432,1.6483,-0.4048,3.2375,-3.6920, 2.848, 99.000, 0.000, 1775
1449023659.398,-0.17,2.09,2.4500,-0.0780,0.5961,-1.4912,-13.8413,-9.0237,90.3352,1.6614,-0.3955,3.2904,-3.6823, 0.715, 99.000, 1.414, 1776
1449023659.416,0.12,2.18,4.2900,0.2017,0.3383,-0.4754,59.9991,12.8187,90.7413,1.6744,-0.3859,3.3298,-3.6731, -1.416, 99.000, 1.414, 1777
1449023659.434,0.73,2.26,6.0100,0.1832,0.0749,-1.0251,4.0849,-2.1313,84.3103,1.6870,-0.3759,3.3693,-3.6614, -3.529, 99.000, 1.414, 1778
1449023659.457,0.87,2.24,7.6200,-0.0243,0.3955,-1.1838,9.5761,7.1296,75.4675,1.6993,-0.3657,3.4202,-3.6435, -5.604, 99.000, 1.414, 1779
1449023659.475,0.94,2.45,9.0100,0.1251,-0.2773,-0.8791,1.2643,13.6393,59.9688,1.7113,-0.3554,3.4585,-3.6281, -7.627, 99.000, 0.000, 1779
1449023659.494,0.81,2.59,9.9900,0.0472,-0.4236,-1.3023,-22.4157,4.4022,37.0160,1.7231,-0.3450,3.4962,-3.6110, -9.581, 99.000, 1.414, 1780
1449023659.517,1.05,2.77,10.6000,0.3252,0.0794,-0.4292,30.2743,1.8042,21.2606,1.7346,-0.3348,3.5450,-3.5873, -11.452, 99.000, 1.414, 1781
1449023659.536,1.31,2.60,10.9200,0.1581,-0.5669,-1.2201,6.5387,-13.1168,14.1404,1.7460,-0.3248,3.5816,-3.5688, -13.227, 99.000, 1.414, 1782
1449023659.554,1.32,2.49,11.0300,0.1714,-0.1579,-1.0600,-4.1459,2.7559,-3.8527,1.7572,-0.3151,3.6187,-3.5499, -14.895, 99.000, 1.414, 1783
